date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:23:16	428911/428911	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Jun%202021%2006:53:09%20GMT	https://biolife.kute-themes.net/home-08/?add_to_wishlist=76	C:/My%20Web%20Sites/demo/biolife.kute-themes.net/home-08/index39a4.html	(from https://biolife.kute-themes.net/home-08/)
12:23:18	18842/18842	---MC-	200	added ('OK')	image/jpeg	date:Thu,%2003%20Jun%202021%2006:53:23%20GMT	https://biolife-elementor.b-cdn.net/wp-content/uploads/2020/11/m8-11.jpg	C:/My%20Web%20Sites/demo/biolife-elementor.b-cdn.net/wp-content/uploads/2020/11/m8-11.jpg	(from https://biolife.kute-themes.net/home-08/)
12:23:20	428926/428926	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Jun%202021%2006:53:19%20GMT	https://biolife.kute-themes.net/home-08/?add_to_wishlist=170	C:/My%20Web%20Sites/demo/biolife.kute-themes.net/home-08/indexa207.html	(from https://biolife.kute-themes.net/home-08/)
12:23:22	428911/428911	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Jun%202021%2006:53:18%20GMT	https://biolife.kute-themes.net/home-08/?add-to-cart=76	C:/My%20Web%20Sites/demo/biolife.kute-themes.net/home-08/index499f.html	(from https://biolife.kute-themes.net/home-08/)
12:23:24	428941/428941	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Jun%202021%2006:53:21%20GMT	https://biolife.kute-themes.net/home-08/?add_to_wishlist=137	C:/My%20Web%20Sites/demo/biolife.kute-themes.net/home-08/indexd4f4.html	(from https://biolife.kute-themes.net/home-08/)
12:23:26	19232/19232	---MC-	200	added ('OK')	image/png	date:Thu,%2003%20Jun%202021%2006:53:30%20GMT	https://biolife-elementor.b-cdn.net/wp-content/uploads/2020/10/m2-7.png	C:/My%20Web%20Sites/demo/biolife-elementor.b-cdn.net/wp-content/uploads/2020/10/m2-7.png	(from https://biolife.kute-themes.net/home-08/)
12:23:28	428958/428958	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Jun%202021%2006:53:26%20GMT	https://biolife.kute-themes.net/home-08/?add_to_wishlist=183	C:/My%20Web%20Sites/demo/biolife.kute-themes.net/home-08/index0872.html	(from https://biolife.kute-themes.net/home-08/)
12:23:29	5512/5512	---MC-	200	added ('OK')	image/png	date:Thu,%2003%20Jun%202021%2006:53:35%20GMT	https://biolife-elementor.b-cdn.net/wp-content/uploads/2020/10/m2-8.png	C:/My%20Web%20Sites/demo/biolife-elementor.b-cdn.net/wp-content/uploads/2020/10/m2-8.png	(from https://biolife.kute-themes.net/home-08/)
12:23:32	428975/428975	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Jun%202021%2006:53:30%20GMT	https://biolife.kute-themes.net/home-08/?add_to_wishlist=190	C:/My%20Web%20Sites/demo/biolife.kute-themes.net/home-08/index6946.html	(from https://biolife.kute-themes.net/home-08/)
12:23:33	428960/428960	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Jun%202021%2006:53:30%20GMT	https://biolife.kute-themes.net/home-08/?add-to-cart=183	C:/My%20Web%20Sites/demo/biolife.kute-themes.net/home-08/index42bc.html	(from https://biolife.kute-themes.net/home-08/)
12:23:36	428960/428960	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Jun%202021%2006:53:33%20GMT	https://biolife.kute-themes.net/home-08/?add-to-cart=190	C:/My%20Web%20Sites/demo/biolife.kute-themes.net/home-08/index2684.html	(from https://biolife.kute-themes.net/home-08/)
12:23:36	15732/15732	---MC-	200	added ('OK')	image/png	date:Thu,%2003%20Jun%202021%2006:53:41%20GMT	https://biolife-elementor.b-cdn.net/wp-content/uploads/2020/10/m2-9.png	C:/My%20Web%20Sites/demo/biolife-elementor.b-cdn.net/wp-content/uploads/2020/10/m2-9.png	(from https://biolife.kute-themes.net/home-08/)
12:23:37	1683/1683	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2003%20Jun%202021%2006:53:43%20GMT	https://pinterest.com/pin/create/button/?url=https://biolife.kute-themes.net/blog/how-to-keep-vegetables-fresh-for-longer/?demo=1229&description=The%20best%20Organic%20Food%20blogs%20from%20thousands%20of%20top%20Organic%20food%20blogs%20in%20our%20index%20using%20search%20and%20social%20metrics.%20We%e2%80%99ve%20carefully%20selected%20these%20websites%20because%20they%20are%20actively%20working%20to%20educate,%20inspire,%20and%20empower%20their%20readers%20with%20frequent%20updates%20and%20high-quality%20information.%20Many%20studies%20have%20shown%20that%20berries%20are%20rich%20in%20nutrients,%20especially%20antioxidants,%20%5B%e2%80%a6%5D&media=https://biolife-elementor.b-cdn.net/wp-content/uploads/2020/10/img_blog_0001_7.jpg	C:/My%20Web%20Sites/demo/pinterest.com/pin/create/button/indexb2d4.html	(from https://biolife.kute-themes.net/home-08/)
12:23:37	1693/1693	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2003%20Jun%202021%2006:53:43%20GMT	https://pinterest.com/pin/create/button/?url=https://biolife.kute-themes.net/blog/7-ways-to-choose-fresh-fruits-and-vegetables/?demo=1229&description=The%20best%20Organic%20Food%20blogs%20from%20thousands%20of%20top%20Organic%20food%20blogs%20in%20our%20index%20using%20search%20and%20social%20metrics.%20We%e2%80%99ve%20carefully%20selected%20these%20websites%20because%20they%20are%20actively%20working%20to%20educate,%20inspire,%20and%20empower%20their%20readers%20with%20frequent%20updates%20and%20high-quality%20information.%20Many%20studies%20have%20shown%20that%20berries%20are%20rich%20in%20nutrients,%20especially%20antioxidants,%20%5B%e2%80%a6%5D&media=https://biolife-elementor.b-cdn.net/wp-content/uploads/2020/10/img_blog_0002_6.jpg	C:/My%20Web%20Sites/demo/pinterest.com/pin/create/button/index3698.html	(from https://biolife.kute-themes.net/home-08/)
12:23:39	428994/428994	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Jun%202021%2006:53:39%20GMT	https://biolife.kute-themes.net/home-08/?add_to_wishlist=199	C:/My%20Web%20Sites/demo/biolife.kute-themes.net/home-08/index62bc.html	(from https://biolife.kute-themes.net/home-08/)
12:23:40	12760/12760	---MC-	200	added ('OK')	image/png	date:Thu,%2003%20Jun%202021%2006:53:43%20GMT	https://biolife-elementor.b-cdn.net/wp-content/uploads/2020/10/m2-10.png	C:/My%20Web%20Sites/demo/biolife-elementor.b-cdn.net/wp-content/uploads/2020/10/m2-10.png	(from https://biolife.kute-themes.net/home-08/)
12:23:40	1705/1705	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2003%20Jun%202021%2006:53:44%20GMT	https://pinterest.com/pin/create/button/?url=https://biolife.kute-themes.net/blog/the-best-great-benefits-of-strawberries-for-health/?demo=1229&description=The%20best%20Organic%20Food%20blogs%20from%20thousands%20of%20top%20Organic%20food%20blogs%20in%20our%20index%20using%20search%20and%20social%20metrics.%20We%e2%80%99ve%20carefully%20selected%20these%20websites%20because%20they%20are%20actively%20working%20to%20educate,%20inspire,%20and%20empower%20their%20readers%20with%20frequent%20updates%20and%20high-quality%20information.%20Many%20studies%20have%20shown%20that%20berries%20are%20rich%20in%20nutrients,%20especially%20antioxidants,%20%5B%e2%80%a6%5D&media=https://biolife-elementor.b-cdn.net/wp-content/uploads/2020/10/img_blog_0005_3.jpg	C:/My%20Web%20Sites/demo/pinterest.com/pin/create/button/indexa3ee.html	(from https://biolife.kute-themes.net/home-08/)
12:23:42	428977/428977	---M-Z	200	added ('OK')	text/html	date:Thu,%2003%20Jun%202021%2006:53:41%20GMT	https://biolife.kute-themes.net/home-08/?add-to-cart=199	C:/My%20Web%20Sites/demo/biolife.kute-themes.net/home-08/index4bb2.html	(from https://biolife.kute-themes.net/home-08/)
12:23:42	1677/1677	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2003%20Jun%202021%2006:53:48%20GMT	https://pinterest.com/pin/create/button/?url=https://biolife.kute-themes.net/blog/why-you-should-eat-berries-every-day/?demo=1229&description=The%20best%20Organic%20Food%20blogs%20from%20thousands%20of%20top%20Organic%20food%20blogs%20in%20our%20index%20using%20search%20and%20social%20metrics.%20We%e2%80%99ve%20carefully%20selected%20these%20websites%20because%20they%20are%20actively%20working%20to%20educate,%20inspire,%20and%20empower%20their%20readers%20with%20frequent%20updates%20and%20high-quality%20information.%20Many%20studies%20have%20shown%20that%20berries%20are%20rich%20in%20nutrients,%20especially%20antioxidants,%20%5B%e2%80%a6%5D&media=https://biolife-elementor.b-cdn.net/wp-content/uploads/2020/11/img_blog_0004_4.jpg	C:/My%20Web%20Sites/demo/pinterest.com/pin/create/button/index45e0.html	(from https://biolife.kute-themes.net/home-08/)
12:23:43	32590/32590	---MC-	200	added ('OK')	image/jpeg	date:Thu,%2003%20Jun%202021%2006:53:46%20GMT	https://biolife-elementor.b-cdn.net/wp-content/uploads/2020/12/Home-10.jpg	C:/My%20Web%20Sites/demo/biolife-elementor.b-cdn.net/wp-content/uploads/2020/12/Home-10.jpg	(from https://biolife.kute-themes.net/home-08/)
12:23:43	1691/1691	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2003%20Jun%202021%2006:53:49%20GMT	https://pinterest.com/pin/create/button/?url=https://biolife.kute-themes.net/blog/5-ways-to-choose-delicious-fresh-vegetables/?demo=1229&description=The%20best%20Organic%20Food%20blogs%20from%20thousands%20of%20top%20Organic%20food%20blogs%20in%20our%20index%20using%20search%20and%20social%20metrics.%20We%e2%80%99ve%20carefully%20selected%20these%20websites%20because%20they%20are%20actively%20working%20to%20educate,%20inspire,%20and%20empower%20their%20readers%20with%20frequent%20updates%20and%20high-quality%20information.%20Many%20studies%20have%20shown%20that%20berries%20are%20rich%20in%20nutrients,%20especially%20antioxidants,%20%5B%e2%80%a6%5D&media=https://biolife-elementor.b-cdn.net/wp-content/uploads/2020/10/img_blog_0005_1.jpg	C:/My%20Web%20Sites/demo/pinterest.com/pin/create/button/indexbc90.html	(from https://biolife.kute-themes.net/home-08/)
12:23:43	1699/1699	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2003%20Jun%202021%2006:53:49%20GMT	https://pinterest.com/pin/create/button/?url=https://biolife.kute-themes.net/blog/the-benefits-of-vegetable-salad-for-your-health/?demo=1229&description=The%20best%20Organic%20Food%20blogs%20from%20thousands%20of%20top%20Organic%20food%20blogs%20in%20our%20index%20using%20search%20and%20social%20metrics.%20We%e2%80%99ve%20carefully%20selected%20these%20websites%20because%20they%20are%20actively%20working%20to%20educate,%20inspire,%20and%20empower%20their%20readers%20with%20frequent%20updates%20and%20high-quality%20information.%20Many%20studies%20have%20shown%20that%20berries%20are%20rich%20in%20nutrients,%20especially%20antioxidants,%20%5B%e2%80%a6%5D&media=https://biolife-elementor.b-cdn.net/wp-content/uploads/2020/10/img_blog_0003_3.jpg	C:/My%20Web%20Sites/demo/pinterest.com/pin/create/button/index2736.html	(from https://biolife.kute-themes.net/home-08/)
12:23:44	54968/54968	---MCZ	200	added ('OK')	text/css	date:Thu,%2003%20Jun%202021%2006:53:50%20GMT	https://biolife-elementor.b-cdn.net/wp-content/cache/minify/1/35dd5.css	C:/My%20Web%20Sites/demo/biolife-elementor.b-cdn.net/wp-content/cache/minify/1/35dd5.css	(from https://biolife.kute-themes.net/home-08/)
12:23:45	14927/14927	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2003%20Jun%202021%2006:53:51%20GMT	https://biolife-elementor.b-cdn.net/wp-content/cache/minify/1/4785a.js	C:/My%20Web%20Sites/demo/biolife-elementor.b-cdn.net/wp-content/cache/minify/1/4785a.js	(from https://biolife.kute-themes.net/home-08/)
12:23:45	45905/45905	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2003%20Jun%202021%2006:53:51%20GMT	https://biolife-elementor.b-cdn.net/wp-content/cache/minify/1/a496a.js	C:/My%20Web%20Sites/demo/biolife-elementor.b-cdn.net/wp-content/cache/minify/1/a496a.js	(from https://biolife.kute-themes.net/home-08/)
12:23:46	6102/6102	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2003%20Jun%202021%2006:53:52%20GMT	https://biolife-elementor.b-cdn.net/wp-content/cache/minify/1/64ef5.js	C:/My%20Web%20Sites/demo/biolife-elementor.b-cdn.net/wp-content/cache/minify/1/64ef5.js	(from https://biolife.kute-themes.net/home-08/)
12:23:49	4873/4873	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2003%20Jun%202021%2006:53:54%20GMT	https://biolife-elementor.b-cdn.net/wp-content/cache/minify/1/dc06c.js	C:/My%20Web%20Sites/demo/biolife-elementor.b-cdn.net/wp-content/cache/minify/1/dc06c.js	(from https://biolife.kute-themes.net/home-08/)
12:23:51	2066/2066	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2003%20Jun%202021%2006:53:57%20GMT	https://biolife-elementor.b-cdn.net/wp-content/cache/minify/1/63a69.js	C:/My%20Web%20Sites/demo/biolife-elementor.b-cdn.net/wp-content/cache/minify/1/63a69.js	(from https://biolife.kute-themes.net/home-08/)
12:23:52	498445/498445	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2003%20Jun%202021%2006:53:53%20GMT	https://biolife-elementor.b-cdn.net/wp-content/cache/minify/1/b89b7.js	C:/My%20Web%20Sites/demo/biolife-elementor.b-cdn.net/wp-content/cache/minify/1/b89b7.js	(from https://biolife.kute-themes.net/home-08/)
12:23:53	2938/2938	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2003%20Jun%202021%2006:53:58%20GMT	https://biolife-elementor.b-cdn.net/wp-content/cache/minify/1/b4041.js	C:/My%20Web%20Sites/demo/biolife-elementor.b-cdn.net/wp-content/cache/minify/1/b4041.js	(from https://biolife.kute-themes.net/home-08/)
12:23:53	16436/16436	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2003%20Jun%202021%2006:53:59%20GMT	https://biolife-elementor.b-cdn.net/wp-content/cache/minify/1/19969.js	C:/My%20Web%20Sites/demo/biolife-elementor.b-cdn.net/wp-content/cache/minify/1/19969.js	(from https://biolife.kute-themes.net/home-08/)
12:23:54	2140/2140	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2003%20Jun%202021%2006:54:00%20GMT	https://biolife-elementor.b-cdn.net/wp-content/cache/minify/1/27b55.js	C:/My%20Web%20Sites/demo/biolife-elementor.b-cdn.net/wp-content/cache/minify/1/27b55.js	(from https://biolife.kute-themes.net/home-08/)
12:23:54	6119/6119	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2003%20Jun%202021%2006:54:00%20GMT	https://biolife-elementor.b-cdn.net/wp-content/cache/minify/1/db857.js	C:/My%20Web%20Sites/demo/biolife-elementor.b-cdn.net/wp-content/cache/minify/1/db857.js	(from https://biolife.kute-themes.net/home-08/)
12:23:56	42326/42326	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2003%20Jun%202021%2006:54:02%20GMT	https://biolife-elementor.b-cdn.net/wp-content/cache/minify/1/6519f.js	C:/My%20Web%20Sites/demo/biolife-elementor.b-cdn.net/wp-content/cache/minify/1/6519f.js	(from https://biolife.kute-themes.net/home-08/)
12:23:57	132711/132711	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2003%20Jun%202021%2006:54:01%20GMT	https://biolife-elementor.b-cdn.net/wp-content/cache/minify/1/eb8c9.js	C:/My%20Web%20Sites/demo/biolife-elementor.b-cdn.net/wp-content/cache/minify/1/eb8c9.js	(from https://biolife.kute-themes.net/home-08/)
12:23:57	68563/68563	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2003%20Jun%202021%2006:54:02%20GMT	https://biolife-elementor.b-cdn.net/wp-content/cache/minify/1/74eb7.js	C:/My%20Web%20Sites/demo/biolife-elementor.b-cdn.net/wp-content/cache/minify/1/74eb7.js	(from https://biolife.kute-themes.net/home-08/)
12:23:58	54447/54447	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2003%20Jun%202021%2006:54:03%20GMT	https://biolife-elementor.b-cdn.net/wp-content/cache/minify/1/27622.js	C:/My%20Web%20Sites/demo/biolife-elementor.b-cdn.net/wp-content/cache/minify/1/27622.js	(from https://biolife.kute-themes.net/home-08/)
12:24:03	261636/261636	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2003%20Jun%202021%2006:54:04%20GMT	https://biolife-elementor.b-cdn.net/wp-content/cache/minify/1/85527.js	C:/My%20Web%20Sites/demo/biolife-elementor.b-cdn.net/wp-content/cache/minify/1/85527.js	(from https://biolife.kute-themes.net/home-08/)
12:24:03	125772/125772	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2003%20Jun%202021%2006:54:05%20GMT	https://biolife-elementor.b-cdn.net/wp-content/cache/minify/1/bcf3d.js	C:/My%20Web%20Sites/demo/biolife-elementor.b-cdn.net/wp-content/cache/minify/1/bcf3d.js	(from https://biolife.kute-themes.net/home-08/)
